,scrapping_date,review_rating,reviewer_name,review_date,review_title,review_content
0,2022-11-06 17:04:13.336260,5/5 Excellent,Calvin,"Oct 25, 2022",,Staff and service was top notch.
1,2022-11-06 17:04:13.380750,5/5 Excellent,ROBERT,"Oct 17, 2022",,The class and charm
2,2022-11-06 17:04:13.396230,5/5 Excellent,Shawn,"Oct 12, 2022",Chicago Marathon Stay,"This is my 4th stay at the hotel. I was in town to support a friend who was running the Chicago Marathon. I always love staying here. I like the location, the amenities and the way the staff treats hotel guests. The next time I come to Chicago I will stay here again."
3,2022-11-06 17:04:13.407062,5/5 Excellent,Jean,"Oct 5, 2022",,
4,2022-11-06 17:04:13.417209,5/5 Excellent,Maria,"Sep 20, 2022",,I liked elegant decor and comfort. I didn’t like continuous sounds (as if from a janitor closet) that kept me waking up a lot.
5,2022-11-06 17:04:13.427385,3/5 Okay,"Medea, Ankeny","Aug 30, 2022",,Beds were really hard. Not worth the money.
6,2022-11-06 17:04:13.448574,5/5 Excellent,Jessica,"Aug 22, 2022",,Amazing
7,2022-11-06 17:04:13.459117,5/5 Excellent,John,"Aug 4, 2022",,
8,2022-11-06 17:04:13.468693,5/5 Excellent,Edward,"Jul 29, 2022",,
9,2022-11-06 17:04:13.480818,5/5 Excellent,Alicia,"Jul 15, 2022",Excellent Stay comfort wise,It was absolutely gorgeous. My only complaint is we tried to order room service dessert late and they had no options
10,2022-11-06 17:04:13.492409,5/5 Excellent,"Ameil, New Rochelle","Jul 15, 2022",,"What can I say? It’s the Waldorf.  I love it here; it’s out go to hotel In Chicago- the amenities (spa) the staff the attention to detail-
Really top quality. The restaurant serves a lovely brunch that is delicious.  Went for 1 night - stayed for 2. Check it out!  Its great for a girls weekend- and alone trip or spending time with someone special"
11,2022-11-06 17:04:13.503222,5/5 Excellent,Vince,"Jun 15, 2022",,Great stay
12,2022-11-06 17:04:13.513746,3/5 Okay,"Marianna, Glendale","Jun 2, 2022",,"The location of the hotel is very nice, walkable to pretty much everywhere you want to be, a nice stroll of 15 minutes gets you to River Walk, 5 minutes walk and you find yourself on the Magnificent Mile or the Hancock tower. That being said, the hotel itself could deliver a better experience for a luxury hotel it claims to be. It lacks normal lobby, has a restaurant that closes at a quite early hour and yet the room service was not available the day we arrived because ""a lot of people called off""... Also there was a distinct unpleasant smell in the room that we brought up with the hotel, and no one followed up on the issue. The front desk lady never informed us at the check in, that the hotel provides complimentary transportation service to its guests for trips within 1 mile radius of the hotel, which pretty much was everywhere we went throughout our stay and often times got a cab or an uber to do so. 
The restaurant of the hotel ""The Brasserie"" is very nice, they serve delicious breakfast and have live music on the weekends which was a very nice touch. Overall the hotel is clean and quite well maintained, however it does not have the sense of luxury that Waldorf is supposed to give. I would probably not select it next time I'm in Chicago."
13,2022-11-06 17:04:13.524812,4/5 Good,Tim,"May 16, 2022",,Everything little thing cost a lot. The health club/spa was great although spa services are price prohibitive for regular folks.
14,2022-11-06 17:04:13.537401,5/5 Excellent,Donna,"May 9, 2022",,Great hotel with spacious rooms in a very desirable location.
15,2022-11-06 17:04:13.548743,4/5 Good,Danielle,"May 3, 2022",,"Property was under construction during our visit. Other than that, amazing location, clean beautiful rooms and staff was incredible!"
16,2022-11-06 17:04:13.560225,5/5 Excellent,"Debra, West Orange","May 2, 2022",,"Lobby undergoing renovation, but otherwise fabulous hotel"
17,2022-11-06 17:04:13.571306,5/5 Excellent,Kevin,"Apr 29, 2022",,"I love the service, amenities and the location of this hotel. Everything was fabulous!"
18,2022-11-06 17:04:13.582743,5/5 Excellent,Lorin,"Apr 26, 2022",,Our room was very simply put our own personal oasis.  Room service was well utilized and the fare was top drawer.  Staff was impeccable.  This getaway was most pleasurable.
19,2022-11-06 17:04:13.595909,5/5 Excellent,John,"Apr 25, 2022",,
20,2022-11-06 17:04:13.612075,5/5 Excellent,Wade,"Apr 24, 2022",Great,
21,2022-11-06 17:04:13.622472,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
22,2022-11-06 17:04:13.632825,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
23,2022-11-06 17:04:13.644991,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
24,2022-11-06 17:04:13.656488,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
25,2022-11-06 17:04:13.688543,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
26,2022-11-06 17:04:13.703870,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
27,2022-11-06 17:04:13.714962,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
28,2022-11-06 17:04:13.735619,5/5 Excellent,Elaine,"Feb 28, 2022",,
29,2022-11-06 17:04:13.750236,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
30,2022-11-06 17:04:13.761506,5/5 Excellent,Wade,"Apr 24, 2022",Great,
31,2022-11-06 17:04:13.776960,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
32,2022-11-06 17:04:13.792203,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
33,2022-11-06 17:04:13.805173,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
34,2022-11-06 17:04:13.816494,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
35,2022-11-06 17:04:13.833528,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
36,2022-11-06 17:04:13.844297,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
37,2022-11-06 17:04:13.855064,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
38,2022-11-06 17:04:13.865505,5/5 Excellent,Elaine,"Feb 28, 2022",,
39,2022-11-06 17:04:13.876157,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
40,2022-11-06 17:04:13.887012,5/5 Excellent,Wade,"Apr 24, 2022",Great,
41,2022-11-06 17:04:13.897938,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
42,2022-11-06 17:04:13.908969,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
43,2022-11-06 17:04:13.919642,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
44,2022-11-06 17:04:13.930771,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
45,2022-11-06 17:04:13.941516,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
46,2022-11-06 17:04:13.952274,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
47,2022-11-06 17:04:13.962637,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
48,2022-11-06 17:04:13.973406,5/5 Excellent,Elaine,"Feb 28, 2022",,
49,2022-11-06 17:04:13.985535,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
50,2022-11-06 17:04:13.998411,5/5 Excellent,Wade,"Apr 24, 2022",Great,
51,2022-11-06 17:04:14.011530,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
52,2022-11-06 17:04:14.024670,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
53,2022-11-06 17:04:14.035405,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
54,2022-11-06 17:04:14.046363,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
55,2022-11-06 17:04:22.583921,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
56,2022-11-06 17:04:22.668548,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
57,2022-11-06 17:04:22.715709,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
58,2022-11-06 17:04:22.731222,5/5 Excellent,Elaine,"Feb 28, 2022",,
59,2022-11-06 17:04:22.743684,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
60,2022-11-06 17:04:22.755960,5/5 Excellent,Wade,"Apr 24, 2022",Great,
61,2022-11-06 17:04:22.773829,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
62,2022-11-06 17:04:22.785044,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
63,2022-11-06 17:04:22.797148,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
64,2022-11-06 17:04:26.428736,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
65,2022-11-06 17:04:26.446865,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
66,2022-11-06 17:04:26.471115,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
67,2022-11-06 17:04:26.484674,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
68,2022-11-06 17:04:26.501302,5/5 Excellent,Elaine,"Feb 28, 2022",,
69,2022-11-06 17:04:26.514539,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
70,2022-11-06 17:04:26.540509,5/5 Excellent,Wade,"Apr 24, 2022",Great,
71,2022-11-06 17:04:26.554349,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
72,2022-11-06 17:04:26.574824,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
73,2022-11-06 17:04:26.600585,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
74,2022-11-06 17:04:26.611487,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
75,2022-11-06 17:04:26.622478,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
76,2022-11-06 17:04:26.633659,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
77,2022-11-06 17:04:26.644549,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
78,2022-11-06 17:04:26.659425,5/5 Excellent,Elaine,"Feb 28, 2022",,
79,2022-11-06 17:04:26.673696,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
80,2022-11-06 17:04:26.686238,5/5 Excellent,Wade,"Apr 24, 2022",Great,
81,2022-11-06 17:04:26.699886,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
82,2022-11-06 17:04:26.713483,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
83,2022-11-06 17:04:26.744013,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
84,2022-11-06 17:04:26.759435,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
85,2022-11-06 17:04:26.772028,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
86,2022-11-06 17:04:26.783689,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
87,2022-11-06 17:04:26.794360,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
88,2022-11-06 17:04:26.806524,5/5 Excellent,Elaine,"Feb 28, 2022",,
89,2022-11-06 17:04:26.819320,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
90,2022-11-06 17:04:26.831082,5/5 Excellent,Wade,"Apr 24, 2022",Great,
91,2022-11-06 17:04:26.843914,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
92,2022-11-06 17:04:26.856272,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
93,2022-11-06 17:04:26.875153,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
94,2022-11-06 17:04:26.891601,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
95,2022-11-06 17:04:26.905769,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
96,2022-11-06 17:04:26.917078,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
97,2022-11-06 17:04:26.927848,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
98,2022-11-06 17:04:26.943915,5/5 Excellent,Elaine,"Feb 28, 2022",,
99,2022-11-06 17:04:26.958721,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
100,2022-11-06 17:04:26.975759,5/5 Excellent,Wade,"Apr 24, 2022",Great,
101,2022-11-06 17:04:27.230948,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
102,2022-11-06 17:04:27.251039,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
103,2022-11-06 17:04:27.276887,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
104,2022-11-06 17:04:27.308488,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
105,2022-11-06 17:04:27.324105,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
106,2022-11-06 17:04:27.342215,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
107,2022-11-06 17:04:27.374766,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
108,2022-11-06 17:04:27.395417,5/5 Excellent,Elaine,"Feb 28, 2022",,
109,2022-11-06 17:04:27.410873,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
110,2022-11-06 17:04:27.440256,5/5 Excellent,Wade,"Apr 24, 2022",Great,
111,2022-11-06 17:04:27.459146,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
112,2022-11-06 17:04:27.472446,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
113,2022-11-06 17:04:27.483610,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
114,2022-11-06 17:04:27.496162,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
115,2022-11-06 17:04:27.508986,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
116,2022-11-06 17:04:27.520588,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
117,2022-11-06 17:04:27.531743,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
118,2022-11-06 17:04:27.543197,5/5 Excellent,Elaine,"Feb 28, 2022",,
119,2022-11-06 17:04:27.554864,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
120,2022-11-06 17:04:27.566741,5/5 Excellent,Wade,"Apr 24, 2022",Great,
121,2022-11-06 17:04:27.578619,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
122,2022-11-06 17:04:27.591375,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
123,2022-11-06 17:04:27.614138,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
124,2022-11-06 17:04:27.625683,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
125,2022-11-06 17:04:27.637814,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
126,2022-11-06 17:04:27.650283,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
127,2022-11-06 17:04:27.664477,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
128,2022-11-06 17:04:27.676067,5/5 Excellent,Elaine,"Feb 28, 2022",,
129,2022-11-06 17:04:27.689246,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
130,2022-11-06 17:04:27.701900,5/5 Excellent,Wade,"Apr 24, 2022",Great,
131,2022-11-06 17:04:27.716123,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
132,2022-11-06 17:04:27.731741,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
133,2022-11-06 17:04:27.744871,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
134,2022-11-06 17:04:27.757665,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
135,2022-11-06 17:04:27.771233,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
136,2022-11-06 17:04:27.782872,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
137,2022-11-06 17:04:27.794331,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
138,2022-11-06 17:04:27.813839,5/5 Excellent,Elaine,"Feb 28, 2022",,
139,2022-11-06 17:04:27.828288,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
140,2022-11-06 17:04:27.841327,5/5 Excellent,Wade,"Apr 24, 2022",Great,
141,2022-11-06 17:04:27.856134,5/5 Excellent,"Albert, Philadelphia","Apr 19, 2022",,Everything you would expect and more from a hotel of this caliber.
142,2022-11-06 17:04:27.869017,4/5 Good,Leslie,"Apr 17, 2022",,The room and bathroom was large. Many amenities and great location.
143,2022-11-06 17:04:27.898069,5/5 Excellent,Darin,"Apr 6, 2022",,Best hotel I’ve stayed in
144,2022-11-06 17:04:27.912315,5/5 Excellent,Jorge,"Mar 27, 2022",,Very polite and friendly staff.
145,2022-11-06 17:04:27.931440,5/5 Excellent,Marianne,"Mar 22, 2022",,Wonderful stay!! The hotel and staff friendliness was amazing. We will be back!
146,2022-11-06 17:04:27.943634,5/5 Excellent,Elizabeth,"Mar 19, 2022",,
147,2022-11-06 17:04:27.959810,5/5 Excellent,Amber,"Mar 18, 2022",,Beautiful love this place but alleyway view no good look out
148,2022-11-06 17:04:27.985833,5/5 Excellent,Elaine,"Feb 28, 2022",,
149,2022-11-06 17:04:28.004867,5/5 Excellent,Glenn,"Feb 27, 2022",,Every time we stay at the Waldorf Astoria it is even better than the last time. Hotel is amazing in the staff is courteous and helpful. One of the finest hotels have ever stayed at
150,2022-11-06 17:04:28.016586,5/5 Excellent,Verified traveler,"Mar 17, 2020",,
151,2022-11-06 17:04:28.028154,3/5 Okay,Rebecca,"Mar 16, 2020","No working fireplace, stain on bathroom blind",Fireplace not working. Very expensive room. Stain on blinds in bathroom by tub. Not worth the price of over $700 one night
152,2022-11-06 17:04:28.040114,5/5 Excellent,Verified traveler,"Mar 13, 2020",,"Very friendly staff!  Attentive & genuine!  Clean rooms, excellent service!  Great location!  Definitely plan to return."
153,2022-11-06 17:04:28.051459,5/5 Excellent,"Sarah, Portage","Mar 13, 2020",,White glove service by friendly staff. Beautiful facility in the best location.
154,2022-11-06 17:04:28.063246,3/5 Okay,Verified traveler,"Mar 1, 2020",,
155,2022-11-06 17:04:28.074969,5/5 Excellent,Roxana,"Feb 26, 2020",,Awesome service and very comfortable accommodations!
156,2022-11-06 17:04:28.088606,5/5 Excellent,Elaine,"Feb 24, 2020",,
157,2022-11-06 17:04:28.099918,5/5 Excellent,Verified traveler,"Feb 22, 2020",,Great hotel.excellent staff great location they upgraded my room.
158,2022-11-06 17:04:28.112291,5/5 Excellent,"PJ, Chicago","Feb 12, 2020",,Everyone was very attentive to our needs. The front desk associate gladly took a picture of my girlfriend and I before our nice evening out on the town. Close to so many bars/restaurants as well.
159,2022-11-06 17:04:28.125469,5/5 Excellent,Verified traveler,"Feb 12, 2020",,
160,2022-11-06 17:04:28.137245,5/5 Excellent,Verified traveler,"Mar 17, 2020",,
161,2022-11-06 17:04:28.148770,3/5 Okay,Rebecca,"Mar 16, 2020","No working fireplace, stain on bathroom blind",Fireplace not working. Very expensive room. Stain on blinds in bathroom by tub. Not worth the price of over $700 one night
162,2022-11-06 17:04:28.160851,5/5 Excellent,Verified traveler,"Mar 13, 2020",,"Very friendly staff!  Attentive & genuine!  Clean rooms, excellent service!  Great location!  Definitely plan to return."
163,2022-11-06 17:04:28.172886,5/5 Excellent,"Sarah, Portage","Mar 13, 2020",,White glove service by friendly staff. Beautiful facility in the best location.
164,2022-11-06 17:04:28.184650,3/5 Okay,Verified traveler,"Mar 1, 2020",,
165,2022-11-06 17:04:28.201426,5/5 Excellent,Roxana,"Feb 26, 2020",,Awesome service and very comfortable accommodations!
166,2022-11-06 17:04:28.244530,5/5 Excellent,Elaine,"Feb 24, 2020",,
167,2022-11-06 17:04:28.260514,5/5 Excellent,Verified traveler,"Feb 22, 2020",,Great hotel.excellent staff great location they upgraded my room.
168,2022-11-06 17:04:28.304304,5/5 Excellent,"PJ, Chicago","Feb 12, 2020",,Everyone was very attentive to our needs. The front desk associate gladly took a picture of my girlfriend and I before our nice evening out on the town. Close to so many bars/restaurants as well.
169,2022-11-06 17:04:28.322217,5/5 Excellent,Verified traveler,"Feb 12, 2020",,
170,2022-11-06 17:04:28.344910,5/5 Excellent,Verified traveler,"Mar 17, 2020",,
171,2022-11-06 17:04:28.363490,3/5 Okay,Rebecca,"Mar 16, 2020","No working fireplace, stain on bathroom blind",Fireplace not working. Very expensive room. Stain on blinds in bathroom by tub. Not worth the price of over $700 one night
172,2022-11-06 17:04:28.381137,5/5 Excellent,Verified traveler,"Mar 13, 2020",,"Very friendly staff!  Attentive & genuine!  Clean rooms, excellent service!  Great location!  Definitely plan to return."
173,2022-11-06 17:04:28.397991,5/5 Excellent,"Sarah, Portage","Mar 13, 2020",,White glove service by friendly staff. Beautiful facility in the best location.
174,2022-11-06 17:04:28.413959,3/5 Okay,Verified traveler,"Mar 1, 2020",,
175,2022-11-06 17:04:28.428983,5/5 Excellent,Roxana,"Feb 26, 2020",,Awesome service and very comfortable accommodations!
176,2022-11-06 17:04:28.446271,5/5 Excellent,Elaine,"Feb 24, 2020",,
177,2022-11-06 17:04:28.469856,5/5 Excellent,Verified traveler,"Feb 22, 2020",,Great hotel.excellent staff great location they upgraded my room.
178,2022-11-06 17:04:28.481781,5/5 Excellent,"PJ, Chicago","Feb 12, 2020",,Everyone was very attentive to our needs. The front desk associate gladly took a picture of my girlfriend and I before our nice evening out on the town. Close to so many bars/restaurants as well.
179,2022-11-06 17:04:28.495169,5/5 Excellent,Verified traveler,"Feb 12, 2020",,
180,2022-11-06 17:04:28.508751,5/5 Excellent,Verified traveler,"Mar 17, 2020",,
181,2022-11-06 17:04:28.521869,3/5 Okay,Rebecca,"Mar 16, 2020","No working fireplace, stain on bathroom blind",Fireplace not working. Very expensive room. Stain on blinds in bathroom by tub. Not worth the price of over $700 one night
182,2022-11-06 17:04:28.533783,5/5 Excellent,Verified traveler,"Mar 13, 2020",,"Very friendly staff!  Attentive & genuine!  Clean rooms, excellent service!  Great location!  Definitely plan to return."
183,2022-11-06 17:04:28.548284,5/5 Excellent,"Sarah, Portage","Mar 13, 2020",,White glove service by friendly staff. Beautiful facility in the best location.
184,2022-11-06 17:04:28.560842,3/5 Okay,Verified traveler,"Mar 1, 2020",,
185,2022-11-06 17:04:28.573042,5/5 Excellent,Roxana,"Feb 26, 2020",,Awesome service and very comfortable accommodations!
186,2022-11-06 17:04:28.585118,5/5 Excellent,Elaine,"Feb 24, 2020",,
187,2022-11-06 17:04:28.597785,5/5 Excellent,Verified traveler,"Feb 22, 2020",,Great hotel.excellent staff great location they upgraded my room.
188,2022-11-06 17:04:28.611821,5/5 Excellent,"PJ, Chicago","Feb 12, 2020",,Everyone was very attentive to our needs. The front desk associate gladly took a picture of my girlfriend and I before our nice evening out on the town. Close to so many bars/restaurants as well.
189,2022-11-06 17:04:28.624399,5/5 Excellent,Verified traveler,"Feb 12, 2020",,
190,2022-11-06 17:04:28.640662,5/5 Excellent,Verified traveler,"Mar 17, 2020",,
191,2022-11-06 17:04:28.660972,3/5 Okay,Rebecca,"Mar 16, 2020","No working fireplace, stain on bathroom blind",Fireplace not working. Very expensive room. Stain on blinds in bathroom by tub. Not worth the price of over $700 one night
192,2022-11-06 17:04:28.681925,5/5 Excellent,Verified traveler,"Mar 13, 2020",,"Very friendly staff!  Attentive & genuine!  Clean rooms, excellent service!  Great location!  Definitely plan to return."
193,2022-11-06 17:04:28.694323,5/5 Excellent,"Sarah, Portage","Mar 13, 2020",,White glove service by friendly staff. Beautiful facility in the best location.
194,2022-11-06 17:04:28.706830,3/5 Okay,Verified traveler,"Mar 1, 2020",,
195,2022-11-06 17:04:28.719231,5/5 Excellent,Roxana,"Feb 26, 2020",,Awesome service and very comfortable accommodations!
196,2022-11-06 17:04:28.731822,5/5 Excellent,Elaine,"Feb 24, 2020",,
197,2022-11-06 17:04:28.747225,5/5 Excellent,Verified traveler,"Feb 22, 2020",,Great hotel.excellent staff great location they upgraded my room.
198,2022-11-06 17:04:28.763197,5/5 Excellent,"PJ, Chicago","Feb 12, 2020",,Everyone was very attentive to our needs. The front desk associate gladly took a picture of my girlfriend and I before our nice evening out on the town. Close to so many bars/restaurants as well.
199,2022-11-06 17:04:28.783609,5/5 Excellent,Verified traveler,"Feb 12, 2020",,
200,2022-11-06 17:04:28.798771,5/5 Excellent,Verified traveler,"Mar 17, 2020",,
201,2022-11-06 17:04:28.811409,3/5 Okay,Rebecca,"Mar 16, 2020","No working fireplace, stain on bathroom blind",Fireplace not working. Very expensive room. Stain on blinds in bathroom by tub. Not worth the price of over $700 one night
202,2022-11-06 17:04:28.823980,5/5 Excellent,Verified traveler,"Mar 13, 2020",,"Very friendly staff!  Attentive & genuine!  Clean rooms, excellent service!  Great location!  Definitely plan to return."
203,2022-11-06 17:04:28.836995,5/5 Excellent,"Sarah, Portage","Mar 13, 2020",,White glove service by friendly staff. Beautiful facility in the best location.
204,2022-11-06 17:04:28.852064,3/5 Okay,Verified traveler,"Mar 1, 2020",,
205,2022-11-06 17:04:28.864770,5/5 Excellent,Roxana,"Feb 26, 2020",,Awesome service and very comfortable accommodations!
